,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
358,822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,5585.0,1465,4120.0,1.503,1787,31,0.722,0.262,7.9494e-05,0.99992
370,719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,0.00015871,0.99984
388,810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215.0,1915,300.0,0.794,1270,27,0.588,0.865,1.9163e-05,0.99998
398,804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3,3,3805.0,2233,1572.0,1.095,1743,27,0.929,0.587,0.00025237,0.99975
422,719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,6,2,3,2567.0,0,2567.0,1.636,2399,43,0.955,0.0,0.0001597,0.99984
432,717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509.0,2388,8121.0,0.777,1365,34,1.429,0.227,0.00028535,0.99971
434,716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,4.5946e-05,0.99995
460,718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,1,2,3044.0,1611,1433.0,0.74,1456,36,0.714,0.529,4.7263e-05,0.99995
470,719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061.0,1483,578.0,1.362,2400,60,0.622,0.72,0.00018162,0.99982
493,778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,3,1,2,1638.0,0,1638.0,0.75,1885,51,0.545,0.0,4.595e-05,0.99995
521,717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585.0,2019,566.0,0.525,2644,40,0.481,0.781,0.00015435,0.99985
527,780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,3,0,3558.0,2318,1240.0,1.265,1631,31,0.824,0.651,6.2588e-05,0.99994
532,778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,4,2,2,5504.0,1412,4092.0,0.722,1290,38,0.462,0.257,9.4951e-05,0.99991
533,796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,4,3,2,5512.0,1124,4388.0,1.391,1975,49,1.579,0.204,0.00016966,0.99983
559,794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,3,2,8077.0,0,8077.0,0.749,906,16,0.333,0.0,0.99338,0.00662
560,779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290.0,1616,1674.0,0.466,2781,54,0.35,0.491,4.7263e-05,0.99995
561,718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402.0,1728,674.0,0.652,1650,53,0.606,0.719,0.00015871,0.99984
563,716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895,2779.0,0.658,1703,48,0.371,0.244,0.0002596,0.99974
565,713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638.0,0,1638.0,0.533,1536,44,0.63,0.0,9.7673e-05,0.9999
588,711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,1311,665.0,0.995,1498,43,0.536,0.663,9.7673e-05,0.9999
595,713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,0,21740.0,0.676,1755,54,0.543,0.0,0.00010043,0.9999
601,717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2,2278.0,845,1433.0,1.328,2307,45,0.8,0.371,9.4951e-05,0.99991
602,712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048.0,1113,2935.0,0.717,1757,45,0.607,0.275,5.8546e-05,0.99994
613,714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333,7.7286e-05,0.99992
617,789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961.0,1570,1391.0,0.908,1937,57,0.781,0.53,5.694e-05,0.99994
654,712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923.0,1686,4237.0,0.702,1236,35,0.591,0.285,7.7286e-05,0.99992
659,812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122.0,554,1568.0,0.857,949,17,0.133,0.261,0.99616,0.0038363
667,783910008,Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381,1303.0,0.794,2002,60,0.429,0.515,0.00010736,0.99989
688,709671708,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984,18370.0,0.956,1207,32,0.684,0.051,6.0563e-05,0.99994
694,714927333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,6,3,2,9050.0,1538,7512.0,0.77,1542,43,0.654,0.17,0.00015435,0.99985
716,789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450.0,967,4483.0,0.701,1526,45,0.8,0.177,3.6029e-05,0.99996
753,756065433,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187.0,1597,590.0,0.777,2560,46,0.314,0.73,0.00010736,0.99989
754,710997183,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516.0,1092,33424.0,0.737,1409,39,0.345,0.032,0.00019547,0.9998
760,719315508,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2964.0,2400,564.0,1.296,1557,25,1.778,0.81,0.00010736,0.99989
761,778623858,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,3785.0,1935,1850.0,1.558,1824,49,1.45,0.511,0.00026692,0.99973
773,713989233,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434.0,1927,12507.0,2.675,1731,32,3.571,0.134,0.0001933,0.99981
791,779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,3386.0,1794,1592.0,0.671,1736,40,1.105,0.53,0.00015435,0.99985
795,713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4,3,0,4315.0,717,3598.0,0.808,1723,51,0.5,0.166,5.5353e-05,0.99994
796,778799583,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24,6,1,1,2592.0,2227,365.0,0.633,1695,48,0.548,0.859,3.1329e-05,0.99997
805,710492733,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,19,4,1,2,13632.0,1482,12150.0,0.893,2168,42,2.5,0.109,5.5613e-05,0.99994
808,714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,3,0,2158.0,1729,429.0,1.1,1718,42,0.448,0.801,5.694e-05,0.99994
832,719471433,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,22,3,3,2,2917.0,2127,790.0,1.074,1831,36,1.0,0.729,0.00015435,0.99985
840,710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,3,1,4920.0,1142,3778.0,0.507,1420,31,0.348,0.232,9.3087e-05,0.99991
844,712672083,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,3,2,1438.3,747,691.3,0.491,948,24,0.714,0.519,0.00015005,0.99985
851,713967783,Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,52,6,1,1,2683.0,1707,976.0,1.254,1582,33,0.941,0.636,3.1329e-05,0.99997
858,720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837.0,2103,6734.0,0.559,3753,60,0.875,0.238,5.8546e-05,0.99994
861,713220258,Existing Customer,65,F,0,High School,Married,Unknown,Blue,36,4,3,2,8138.0,2104,6034.0,0.837,1299,29,0.812,0.259,0.00015005,0.99985
872,714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,4250.0,1095,3155.0,0.947,1174,27,0.8,0.258,0.00025239,0.99975
880,816600933,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,14501.0,0,14501.0,0.854,1031,25,0.389,0.0,0.99378,0.00622
885,714414483,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44,6,3,1,2945.0,2206,739.0,0.983,1503,35,0.842,0.749,0.00010232,0.9999
890,779149683,Existing Customer,30,F,0,Graduate,Divorced,Unknown,Blue,13,5,1,2,7772.0,1890,5882.0,0.754,2585,75,0.829,0.243,4.7263e-05,0.99995
910,809342208,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0.0,4.7263e-05,0.99995
915,721397808,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,24,5,2,0,3735.0,1176,2559.0,1.184,1564,41,0.708,0.315,3.5025e-05,0.99996
920,719466558,Existing Customer,60,F,0,High School,Single,Unknown,Blue,36,3,2,2,4546.0,0,4546.0,0.66,1361,34,0.308,0.0,9.4951e-05,0.99991
923,713008308,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,47,5,3,2,7692.0,1678,6014.0,1.423,1861,42,0.5,0.218,0.00016966,0.99983
929,708098133,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,2834.0,1418,1416.0,1.458,1598,39,0.773,0.5,1.7434e-05,0.99998
931,824770683,Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,47,6,4,3,3049.0,1151,1898.0,0.533,4027,76,0.52,0.378,0.00034484,0.99966
933,708162558,Existing Customer,64,F,0,Uneducated,Married,Unknown,Blue,54,6,1,2,3250.0,1992,1258.0,0.715,1355,36,0.565,0.613,4.8595e-05,0.99995
955,713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,2,3,11696.0,2288,9408.0,0.973,2445,60,0.765,0.196,0.00017466,0.99983
957,720998358,Existing Customer,52,M,0,High School,Married,$120K +,Silver,41,3,3,1,34516.0,1043,33473.0,0.562,1489,38,0.357,0.03,8.1766e-05,0.99992
959,715232058,Existing Customer,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,1,2,5561.0,1434,4127.0,1.423,1820,42,0.826,0.258,5.5613e-05,0.99994
964,788728608,Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870.0,1394,2476.0,0.827,1588,36,0.714,0.36,0.00015005,0.99985
974,714131058,Existing Customer,30,M,0,Graduate,Unknown,$60K - $80K,Blue,36,3,5,3,18513.0,2517,15996.0,0.524,1567,33,0.941,0.136,0.00028995,0.99971
976,717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,3460.0,1881,1579.0,0.622,1546,35,1.059,0.544,0.00014134,0.99986
984,721036233,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,36,4,3,3,9172.0,1567,7605.0,1.451,1836,42,0.75,0.171,0.00025237,0.99975
990,715374558,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,36,5,2,3,4150.0,456,3694.0,1.126,2483,74,0.542,0.11,0.00015971,0.99984
999,794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3238.0,2146,1092.0,0.673,1501,45,0.667,0.663,8.1736e-05,0.99992
1004,713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,4,3094.0,2266,828.0,0.724,1591,37,0.321,0.732,0.00013562,0.99986
1009,712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,3,3,9452.0,2517,6935.0,0.73,1825,50,0.613,0.266,0.00026692,0.99973
1040,714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36,4,2,4,2613.0,1599,1014.0,0.749,1387,31,0.722,0.612,0.00028024,0.99972
1043,710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,2,3,1438.3,0,1438.3,0.94,840,20,0.818,0.0,0.99395,0.00605
1047,708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36,5,2,3,6088.0,2145,3943.0,1.371,2098,52,0.733,0.352,0.0001597,0.99984
1058,714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,2943.0,1789,1154.0,1.271,2591,55,0.897,0.608,7.9494e-05,0.99992
1089,715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,2,3,3184.0,1421,1763.0,0.712,2253,59,0.439,0.446,0.0001597,0.99984
1091,708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,2,3,2163.0,932,1231.0,1.127,2229,57,0.839,0.431,0.00018057,0.99982
1104,737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447,0.00014134,0.99986
1110,821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,4.5946e-05,0.99995
1112,710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,9.7673e-05,0.9999
1113,779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,0.00028024,0.99972
1114,708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,4.7263e-05,0.99995
1117,719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,0.00044282,0.99956
1118,718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,0.00013184,0.99987
1124,713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212.0,1670,542.0,0.777,2520,51,0.545,0.755,9.4951e-05,0.99991
1139,720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161,0.00044282,0.99956
1142,712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133,0.00016966,0.99983
1146,712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,5146.0,1773,3373.0,0.879,1509,45,0.667,0.345,0.00016966,0.99983
1147,711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800.0,2448,352.0,0.549,1433,40,0.481,0.874,7.7279e-05,0.99992
1158,789326808,Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,15,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208,4.595e-05,0.99995
1183,813961233,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,2,2,4237.0,1676,2561.0,0.786,2465,88,0.725,0.396,0.00010736,0.99989
1198,778346283,Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,3,3,21006.0,1905,19101.0,0.701,1856,57,0.781,0.091,0.0002596,0.99974
1205,789731433,Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,2,4,2063.0,1390,673.0,0.877,2602,42,0.556,0.674,0.00030803,0.99969
1212,713757633,Existing Customer,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,2,4,7427.0,1303,6124.0,0.61,1596,42,0.909,0.175,0.00030803,0.99969
1215,715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,1,3,7646.0,1010,6636.0,0.421,1667,47,0.469,0.132,7.9494e-05,0.99992
1217,778399008,Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,0.00018134,0.99982
1225,717206508,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,2798.0,1806,992.0,0.765,1543,35,0.591,0.645,9.4951e-05,0.99991
1227,807244983,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473,4.595e-05,0.99995
1228,821872758,Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,2,4,12609.0,2517,10092.0,0.833,2121,49,0.531,0.2,0.00024617,0.99975
1260,715074258,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930.0,0,3930.0,0.758,2067,42,0.355,0.0,0.0002596,0.99974
1271,712820208,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2,4,2699.0,1609,1090.0,0.893,2141,56,0.806,0.596,0.00027243,0.99973
1276,712586583,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,3,4,1643.0,1101,542.0,0.713,2152,50,0.471,0.67,0.00044282,0.99956
1287,709183683,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,2,0,5391.0,0,5391.0,1.075,1971,56,0.6,0.0,3.7045e-05,0.99996
1288,713407458,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,36,5,2,4,2870.0,2284,586.0,0.661,3946,74,0.574,0.796,0.00028024,0.99972
1292,714547458,Existing Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297.0,0,2297.0,0.511,1941,51,0.417,0.0,0.00015435,0.99985
1294,711159108,Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0,396,7022.0,0.826,911,26,1.0,0.053,0.98958,0.01042
1299,710255208,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,4,2094.0,1560,534.0,0.537,1969,41,0.367,0.745,0.00028814,0.99971
1303,794113758,Existing Customer,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592.0,1968,7624.0,0.61,1821,55,0.447,0.205,4.5946e-05,0.99995
1305,788210583,Existing Customer,62,M,0,College,Married,$40K - $60K,Blue,54,3,3,4,1438.3,0,1438.3,0.795,1843,49,0.581,0.0,0.00043053,0.99957
1315,713956308,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,49,4,2,2,3297.0,2297,1000.0,0.744,1894,56,0.556,0.697,9.7673e-05,0.9999
1321,710523333,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,56,6,3,2,2541.0,1616,925.0,0.417,1416,27,0.588,0.636,0.00015435,0.99985
1330,822130683,Existing Customer,61,M,0,Graduate,Married,$80K - $120K,Blue,56,4,2,4,8420.0,1389,7031.0,0.522,1114,34,0.545,0.165,0.00028024,0.99972
1331,717268458,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,49,4,3,4,3352.0,1713,1639.0,0.657,1952,50,0.667,0.511,0.00044282,0.99956
1346,721217283,Existing Customer,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713.0,1354,7359.0,0.558,2094,36,0.333,0.155,9.7673e-05,0.9999
1357,772155108,Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0.0,0.00043049,0.99957
1361,783364233,Existing Customer,59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241.0,0,4241.0,0.607,1798,45,0.731,0.0,0.00016428,0.99984
1371,716793108,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,2,1934.0,1070,864.0,0.448,2334,61,0.452,0.553,4.595e-05,0.99995
1372,716162583,Existing Customer,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230.0,2517,713.0,0.615,1931,57,0.425,0.779,0.00018057,0.99982
1373,714051033,Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,4,3615.0,1699,1916.0,0.576,1967,40,0.538,0.47,0.00028024,0.99972
1374,715007583,Existing Customer,61,F,0,Unknown,Unknown,Unknown,Blue,36,4,2,2,1801.0,0,1801.0,1.234,3193,62,1.48,0.0,0.00010736,0.99989
1375,719139558,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567,1098.0,0.586,2514,64,0.455,0.588,0.00045531,0.99954
1378,714787383,Existing Customer,32,F,0,College,Married,Unknown,Blue,36,5,3,3,6715.0,1314,5401.0,0.987,1731,41,0.519,0.196,0.00025239,0.99975
1383,710872233,Existing Customer,27,M,0,Unknown,Single,$40K - $60K,Blue,17,5,1,2,4610.0,0,4610.0,0.794,2280,49,0.4,0.0,5.1951e-05,0.99995
1385,815484783,Existing Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377.0,1211,7166.0,0.813,1797,44,1.2,0.145,0.00032257,0.99968
1387,755953308,Existing Customer,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,4,2644.0,2207,437.0,0.866,1194,30,0.765,0.835,0.00015958,0.99984
1394,711840408,Existing Customer,64,M,0,College,Married,Less than $40K,Blue,55,5,3,4,2492.0,1424,1068.0,0.485,1375,30,0.364,0.571,0.00043053,0.99957
