,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
49,771490833,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,3.031e-05,0.99997
51,779471883,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,0.99028,0.00972
62,711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0.00027604,0.99972
72,719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0.00017969,0.99982
74,789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0.00027607,0.99972
81,715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0.00011743,0.99988
83,755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0.00028395,0.99972
84,794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0.00020404,0.9998
92,714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0.00034315,0.99966
95,719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0.00034315,0.99966
107,717929133,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0.00018475,0.99982
108,808284783,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,7.7559e-06,0.99999
115,714798783,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,0.00010684,0.99989
118,721074183,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05,0.00032436,0.99968
121,719666283,Existing Customer,55,F,1,Doctorate,Married,Less than $40K,Blue,36,4,1,0,3174.0,1951,1223.0,0.766,1243,29,0.611,0.615,2.7596e-05,0.99997
122,714877233,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,0.00010386,0.9999
129,710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,9.9255e-05,0.9999
130,714752208,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,5.1697e-05,0.99995
133,713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678,0.00014834,0.99985
138,711112683,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.231,0.395,0.0001747,0.99983
141,789968058,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,0.649,1131,18,0.636,0.258,0.00019751,0.9998
143,718744008,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178,0.00017969,0.99982
144,767712558,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0,0.99639,0.00360825
151,712720158,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.119,0.00017969,0.99982
152,712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.571,0.0,0.00016236,0.99984
154,795232683,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.432,0.0001747,0.99983
157,712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.554,1099,27,0.8,0.066,0.00012583,0.99987
161,714133158,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309,0.00027607,0.99972
162,713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.101,0.00010985,0.99989
171,714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,0.00027604,0.99972
177,717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.837,0.00016883,0.99983
179,710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,0.00018475,0.99982
182,815500983,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,6.4038e-05,0.99994
183,719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503,0.00010684,0.99989
190,780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,0.00010182,0.9999
199,718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,5.0261e-05,0.99995
205,711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,9.3844e-05,0.99991
208,809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,5.1697e-05,0.99995
221,714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,1.9607e-05,0.99998
230,772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,0.99717,0.00282527
234,769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,0.00027607,0.99972
236,720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,0.99659,0.00341249
257,799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.482,0.00010985,0.99989
259,779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.197,0.00016883,0.99983
263,778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,0.00018558,0.99981
280,798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,0.00015255,0.99985
282,716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,1.434,1706,21,1.625,0.308,0.00018475,0.99982
298,789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,1259,24,1.0,0.405,6.0547e-05,0.99994
326,720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.224,0.00010985,0.99989
331,718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,8.6952e-05,0.99991
333,708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514,5.1697e-05,0.99995
335,715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,0.00016413,0.99984
336,779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955,0.00028395,0.99972
339,712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,0.00027604,0.99972
343,714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,0.99717,0.00282527
345,716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,2,3,34516.0,0,34516.0,0.507,1106,31,0.938,0.0,0.00017969,0.99982
354,781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953,0.0001736,0.99983
356,788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,4.0521e-05,0.99996
360,711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0,0.000498,0.9995
374,721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,2569.0,1403,1166.0,0.886,1456,39,0.444,0.546,3.8311e-05,0.99996
378,714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571.0,1955,22616.0,1.174,1746,28,1.0,0.08,0.00018475,0.99982
384,813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,3,2,2324.0,1576,748.0,0.728,1272,37,1.312,0.678,0.00016413,0.99984
387,715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161,0.00016883,0.99983
394,712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,0.00033411,0.99967
399,713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733.0,1306,1427.0,0.791,1139,39,0.444,0.478,0.00010985,0.99989
400,788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12781.0,1253,11528.0,0.638,1073,21,0.4,0.098,0.00029196,0.99971
405,708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509.0,2033,4476.0,0.83,1409,37,0.37,0.312,6.2282e-05,0.99994
410,779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3,2,3106.0,1675,1431.0,0.781,1512,38,0.407,0.539,0.0001736,0.99983
411,715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536.0,913,1623.0,1.059,1750,35,1.333,0.36,3.1176e-05,0.99997
440,710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,1,0,3131.0,2517,614.0,0.602,1439,40,0.481,0.804,2.0961e-05,0.99998
446,711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0,0.99073,0.00927
448,710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0,6.4428e-05,0.99994
452,714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213.0,0,11213.0,0.563,1257,23,0.643,0.0,9.5577e-05,0.9999
458,795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,1,2,3445.0,1074,2371.0,0.67,1074,31,0.632,0.312,5.0256e-05,0.99995
459,717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412.0,1078,22334.0,0.79,1786,50,0.786,0.046,0.00010684,0.99989
461,803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,5,2,1,14596.0,2192,12404.0,0.898,1300,25,1.083,0.15,7.0819e-05,0.99993
469,711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517,0.0001736,0.99983
477,789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,6,2,2880.0,2362,518.0,0.89,1323,26,0.444,0.82,0.00013328,0.99987
478,720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,4,1,0,5579.0,0,5579.0,0.481,1025,35,0.667,0.0,1.8538e-05,0.99998
481,708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201,0.00010684,0.99989
484,709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684.0,1748,19936.0,0.715,1329,24,0.6,0.081,8.6952e-05,0.99991
489,718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3,1,2,3539.0,0,3539.0,0.781,1336,23,0.211,0.0,5.0261e-05,0.99995
492,822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561.0,0,17561.0,0.94,1608,33,1.2,0.0,5.3155e-05,0.99995
494,712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947.0,2216,731.0,0.76,1744,53,0.606,0.752,0.00016883,0.99983
497,711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3,3,7251.0,1603,5648.0,0.591,1300,36,0.8,0.221,0.00027607,0.99972
498,772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,6,2,0,2885.0,1895,990.0,0.387,1366,31,0.632,0.657,4.3319e-05,0.99996
499,712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,2,3,2641.0,1257,1384.0,0.891,1439,39,1.053,0.476,0.0001747,0.99983
501,714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,3,16794.0,809,15985.0,1.566,1917,33,0.941,0.048,0.00027604,0.99972
505,713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198.0,2493,705.0,0.665,1936,44,1.316,0.78,3.8311e-05,0.99996
508,708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140.0,1985,1155.0,1.346,1626,41,0.864,0.632,9.8983e-05,0.9999
516,767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097.0,1152,3945.0,0.94,2052,45,0.607,0.226,1.9069e-05,0.99998
517,793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228.0,2517,711.0,0.949,1349,33,1.357,0.78,0.00017969,0.99982
518,721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231.0,977,19254.0,0.893,1215,36,0.714,0.048,7.8567e-05,0.99992
519,719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,2,3,27512.0,2137,25375.0,1.048,1149,25,0.562,0.078,0.99496,0.00504
522,779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151.0,1799,10352.0,1.022,918,14,0.556,0.148,0.99639,0.00360825
529,719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969.0,838,4131.0,0.591,1489,32,0.455,0.169,0.00016413,0.99984
539,714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053.0,0,2053.0,0.865,1283,28,1.154,0.0,6.2282e-05,0.99994
545,716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,1667,10055.0,0.566,1497,35,0.25,0.142,0.00028395,0.99972
547,721057758,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,0,1438.3,1.337,1449,27,1.455,0.0,0.00019751,0.9998
549,717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705.0,0,6705.0,0.749,731,18,0.5,0.0,0.99431,0.00569
553,778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,4,3,2,19324.0,1040,18284.0,0.904,1744,50,0.852,0.054,0.00016415,0.99984
573,715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175.0,960,5215.0,0.709,1847,59,0.405,0.155,5.6825e-05,0.99994
574,717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953.0,1945,9008.0,0.886,1277,29,0.526,0.178,1.9069e-05,0.99998
580,718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,3,1704.0,0,1704.0,0.701,660,17,0.308,0.0,0.99639,0.00360825
581,711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,2,3,1438.3,0,1438.3,1.037,888,18,1.25,0.0,0.99431,0.00569
583,718731183,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472.0,788,4684.0,0.526,705,14,0.273,0.144,0.99156,0.00844
591,711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247.0,710,8537.0,0.735,1190,30,0.5,0.077,5.3155e-05,0.99995
598,718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,361,1077.3,0.963,850,22,0.692,0.251,0.98965,0.01035
604,720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0.0,0.99447,0.00553
605,758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518.0,1575,1943.0,0.625,2121,60,0.579,0.448,0.00018334,0.99982
607,814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,1185,15628.0,0.552,1482,46,0.643,0.07,0.00010684,0.99989
631,779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120.0,0,5120.0,0.867,1680,32,0.778,0.0,3.941e-05,0.99996
634,812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468.0,2021,447.0,0.906,1797,46,0.586,0.819,0.0001736,0.99983
640,808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271.0,1406,28865.0,1.336,3231,47,0.306,0.046,0.99649,0.00350838
660,712370208,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,17131.0,1213,15918.0,0.604,1371,37,0.423,0.071,0.00010985,0.99989
661,715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387,3435.0,0.76,1804,49,0.75,0.41,0.00010684,0.99989
671,823528833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,46,4,2,3,2081.0,1235,846.0,1.485,1337,29,1.071,0.593,0.00019751,0.9998
676,710429358,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,5,1,3,2544.0,1927,617.0,0.939,1346,30,0.364,0.757,8.453e-05,0.99992
678,710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,3,2,8796.0,2517,6279.0,0.492,1195,18,0.8,0.286,0.00016883,0.99983
680,714451833,Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,6,2,2,1438.3,0,1438.3,0.597,1431,34,0.545,0.0,0.0001546,0.99985
686,780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,2,8154.0,996,7158.0,0.594,1379,26,1.0,0.122,0.00010386,0.9999
687,708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,5,3,2,4559.0,1571,2988.0,1.441,1870,35,0.842,0.345,0.00016413,0.99984
698,714888633,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,3,4,4051.0,1183,2868.0,0.794,1837,57,0.629,0.292,0.00048435,0.99952
700,719945433,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070.0,0,2070.0,0.708,1793,53,0.963,0.0,0.00010985,0.99989
701,720310458,Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,32,5,2,1,11840.0,1295,10545.0,0.84,1560,49,0.4,0.109,7.0819e-05,0.99993
708,817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903.0,1335,4568.0,0.914,1137,27,0.929,0.226,0.00028395,0.99972
714,778461408,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,4,3,2,22149.0,987,21162.0,1.633,2409,36,0.8,0.045,0.00016413,0.99984
723,779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260.0,942,9318.0,1.042,1566,50,0.562,0.092,0.00033411,0.99967
728,712433508,Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,50,3,2,3,1438.3,0,1438.3,0.57,724,16,0.231,0.0,0.99496,0.00504
731,719459358,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41,4,2,2,33864.0,989,32875.0,1.219,1751,48,0.92,0.029,0.0001546,0.99985
735,719989008,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36,5,1,0,25657.0,2216,23441.0,0.856,1121,25,0.667,0.086,1.8538e-05,0.99998
737,716918508,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,3770.0,1197,2573.0,0.621,1602,49,0.441,0.318,0.00027607,0.99972
738,717321783,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,10344.0,1274,9070.0,0.445,1617,47,0.424,0.123,0.00010985,0.99989
741,719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864,1272.0,0.693,1036,25,0.25,0.594,5.0256e-05,0.99995
746,712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959.0,1890,8069.0,1.043,2041,45,0.875,0.19,0.00033411,0.99967
750,772684833,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642.0,2035,607.0,1.119,1761,42,0.909,0.77,0.00018558,0.99981
755,711146358,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,3358.0,1758,1600.0,0.723,1759,33,0.737,0.524,0.00016883,0.99983
756,716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888.0,0,1888.0,0.928,1886,66,0.65,0.0,0.00027607,0.99972
767,717090183,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,21697.0,2144,19553.0,0.654,2117,48,0.655,0.099,7.4811e-05,0.99993
775,802002858,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,2,1,2,8990.0,0,8990.0,0.935,747,19,0.583,0.0,0.98049,0.01951
781,715345833,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,6116.0,2517,3599.0,0.691,2369,56,0.75,0.412,9.8983e-05,0.9999
784,816533733,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,45,5,2,2,33951.0,0,33951.0,0.822,1567,44,0.467,0.0,0.00011743,0.99988
