,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
54,714374133,Attrited Customer,56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,0.99671,0.00329379
57,768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0.00019683,0.9998
59,714091983,Existing Customer,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0.00035539,0.99964
61,712030833,Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,0.99823,0.00177065
64,708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0.00011065,0.99989
66,807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0.00029411,0.99971
67,788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0.00031104,0.99969
68,711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0.00011382,0.99989
69,717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0.00016471,0.99984
71,720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0.00030251,0.9997
75,712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0.00017987,0.99982
79,710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0.00017987,0.99982
85,716396358,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,6.6354e-05,0.99993
86,715398033,Existing Customer,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,6.6728e-05,0.99993
89,778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0.00033251,0.99967
90,717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0.00011065,0.99989
99,711887583,Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,0.997,0.00299743
103,721091583,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0.00030251,0.9997
106,779509983,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,6.4807e-05,0.99994
119,715259583,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0.0001861,0.99981
120,718414008,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,0.00011382,0.99989
124,771075258,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044,0.00015801,0.99984
127,720201033,Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,0.99447,0.00553
128,718039683,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,5.3542e-05,0.99995
134,711402333,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.246,0.00013405,0.99987
136,719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,0.00017486,0.99983
139,715674483,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,0.939,1204,19,0.727,0.406,0.00013393,0.99987
146,716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941,0.00017987,0.99982
147,818839983,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,4.1986e-05,0.99996
149,712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118,9.0056e-05,0.99991
158,718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0,0.00016711,0.99983
172,708953883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,0.98692,0.01308
173,712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,8.1371e-05,0.99992
178,712977183,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055,6.1645e-05,0.99994
180,779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,7.0576e-05,0.99993
188,711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,5.3542e-05,0.99995
189,779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,0.000109,0.99989
204,779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,0.00010284,0.9999
206,719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0,0.99727,0.00272694
207,711551958,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,0.9972,0.00280059
209,820596183,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,6.4511e-05,0.99994
210,715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694,5.3542e-05,0.99995
215,713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,0.00018612,0.99981
220,758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,0.00010183,0.9999
224,719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0.00011382,0.99989
225,713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,6.4505e-05,0.99994
227,711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,0.00020195,0.9998
228,788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,9.2637e-05,0.99991
229,758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,0.00030251,0.9997
231,708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,7.2936e-05,0.99993
235,790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,0.00017488,0.99983
238,709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,0.00031104,0.99969
240,710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,0.997,0.00299743
241,710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,0.00011065,0.99989
243,708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,0.99432,0.00568
244,715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,0.00019143,0.99981
249,721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,7.9702e-05,0.99992
255,709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,0.969,1737,26,1.6,0.489,0.00029408,0.99971
258,714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,6.8225e-05,0.99993
260,788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,0.00018612,0.99981
264,789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.707,1258,23,1.3,0.152,9.5249e-05,0.9999
265,809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.538,0.317,0.00011382,0.99989
271,717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,6.8225e-05,0.99993
276,719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,0.98217,0.01783
283,718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,0.99061,0.00939
286,720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0,0.99661,0.00338788
292,779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,0.00052896,0.99947
293,771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068.0,1718,11350.0,0.607,937,28,0.556,0.131,5.5077e-05,0.99994
294,720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078,6.4511e-05,0.99994
296,713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716,0.00017486,0.99983
301,712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221.0,1343,878.0,0.869,1338,30,1.308,0.605,0.00018494,0.99982
305,721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,24221.0,1707,22514.0,0.816,1678,40,0.538,0.07,6.6354e-05,0.99993
308,721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,0.00017987,0.99982
310,715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186,0.00011065,0.99989
312,787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116.0,0,19116.0,0.656,1184,29,0.611,0.0,0.00011703,0.99988
315,714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041.0,2154,11887.0,1.084,1467,29,1.417,0.153,0.00017987,0.99982
319,715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518.0,1539,10979.0,0.645,1165,33,0.833,0.123,0.0001953,0.9998
322,711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,5.663e-05,0.99994
323,720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063,0.00026573,0.99973
324,709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025.0,2376,649.0,1.252,1277,23,1.875,0.785,6.8225e-05,0.99993
327,717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293.0,1823,470.0,0.617,1166,22,1.444,0.795,0.00021165,0.99979
337,709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902.0,2517,385.0,0.821,996,26,0.444,0.867,0.99497,0.00503
341,809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819.0,1560,6259.0,0.827,1582,25,0.786,0.2,6.8225e-05,0.99993
347,713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,0.00017486,0.99983
350,788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702.0,2517,185.0,1.019,1658,32,1.462,0.932,0.00021738,0.99978
353,779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332.0,0,5332.0,0.939,1371,39,1.167,0.0,4.1986e-05,0.99996
359,719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516.0,2165,32351.0,0.837,1672,32,0.524,0.063,0.00018494,0.99982
361,788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478.0,2031,447.0,1.284,1558,31,0.938,0.82,2.0316e-05,0.99998
363,793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339.0,1440,899.0,0.431,893,22,0.375,0.616,0.00019143,0.99981
364,716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2726.0,0,2726.0,0.844,1099,27,0.588,0.0,0.00017987,0.99982
367,715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521,0.00011382,0.99989
368,819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268,6.6354e-05,0.99993
369,713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727.0,1785,17942.0,0.572,1245,25,0.786,0.09,0.00017486,0.99983
380,710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301.0,2250,10051.0,0.484,1307,29,0.261,0.183,3.7937e-05,0.99996
382,712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788.0,1794,7994.0,0.778,1805,37,0.762,0.183,0.00019683,0.9998
383,714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3,3,7231.0,2381,4850.0,0.996,1421,23,1.3,0.329,0.00029408,0.99971
385,794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162,0.00019143,0.99981
389,789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,2,3,2027.0,1480,547.0,0.979,1702,37,0.947,0.73,0.00019143,0.99981
390,715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183,0.00011382,0.99989
401,717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361,0.9968,0.00320374
404,715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963.0,2094,27869.0,0.648,1205,28,0.867,0.07,0.0001953,0.9998
407,709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000.0,0,27000.0,0.61,1209,39,0.3,0.0,3.7937e-05,0.99996
409,717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0,0.00017987,0.99982
413,779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,3,3,1,2453.0,968,1485.0,1.081,2218,50,0.613,0.395,0.00011924,0.99988
415,709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243,4.9404e-05,0.99995
416,778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,0.99671,0.00329379
417,717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3,3,2,3127.0,2517,610.0,0.589,1470,30,1.143,0.805,0.00019771,0.9998
426,709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961.0,1299,12662.0,0.842,783,20,0.667,0.093,0.9968,0.00320374
433,711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491.0,0,1491.0,0.876,1058,34,0.889,0.0,6.4511e-05,0.99994
435,779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,9.2637e-05,0.99991
437,718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,6.054e-05,0.99994
439,794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1,3,23008.0,2280,20728.0,0.674,1302,36,0.636,0.099,0.00010183,0.9999
444,717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,6,2,1,2075.0,1469,606.0,1.322,2556,49,1.13,0.708,6.6734e-05,0.99993
445,767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0,6.6354e-05,0.99993
447,712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981.0,1518,463.0,1.019,973,25,0.923,0.766,0.97155,0.02845
451,789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0,0.99447,0.00553
455,719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503.0,0,4503.0,0.659,748,20,0.429,0.0,0.9968,0.00320374
457,779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1,1,5014.0,1910,3104.0,0.863,1209,25,1.5,0.381,3.9082e-05,0.99996
465,710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,2,0,29205.0,1208,27997.0,0.957,1556,43,1.048,0.041,4.9404e-05,0.99995
466,708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,2,3,14035.0,2061,11974.0,2.271,1606,30,1.5,0.147,0.00019143,0.99981
467,714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962.0,2517,445.0,1.046,929,31,0.409,0.85,0.99462,0.00538
468,717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,6,3,0,18578.0,1385,17193.0,0.565,1606,54,0.421,0.075,7.2936e-05,0.99993
472,716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2,2,15911.0,896,15015.0,0.954,1270,33,0.833,0.056,0.00011703,0.99988
473,767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,2,3,16867.0,0,16867.0,0.885,654,14,0.4,0.0,0.99466,0.00534
480,711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,3,34516.0,1597,32919.0,0.858,1628,51,1.217,0.046,0.00031104,0.99969
487,717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2,2,11910.0,2098,9812.0,1.16,1646,39,1.294,0.176,0.00011382,0.99989
510,713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264.0,0,2264.0,0.479,1204,28,0.333,0.0,0.00031104,0.99969
512,711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,2,0,6385.0,1535,4850.0,1.138,1612,47,0.88,0.24,4.0816e-05,0.99996
514,710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963.0,1721,242.0,0.68,1378,37,0.762,0.877,0.00030251,0.9997
531,809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,2,0,21526.0,2332,19194.0,0.755,1313,37,0.609,0.108,4.082e-05,0.99996
534,709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,0,1438.3,0.644,807,22,0.692,0.0,0.9964,0.00359603
537,721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,1438.3,0,1438.3,0.676,709,27,0.421,0.0,0.99705,0.00294997
540,769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804.0,2517,10287.0,0.892,1101,37,0.276,0.197,9.0056e-05,0.99991
543,712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930.0,2259,2671.0,1.134,2194,53,0.606,0.458,6.4807e-05,0.99994
544,709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,0,9476.0,0.605,1128,27,0.929,0.0,0.00029411,0.99971
546,772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,13301.0,0,13301.0,1.058,1385,50,0.515,0.0,9.2637e-05,0.99991
548,769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,0,1438.3,1.004,974,28,0.273,0.0,0.99223,0.00777
550,716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,4,2,0,22718.0,0,22718.0,0.791,1191,37,1.176,0.0,4.317e-05,0.99996
552,718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318.0,1010,1308.0,0.81,1256,35,0.591,0.436,0.00035894,0.99964
554,715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331.0,1993,3338.0,0.777,1766,39,0.625,0.374,0.00010848,0.99989
557,721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438.0,0,17438.0,1.078,1860,37,0.85,0.0,0.00017987,0.99982
564,752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,2,5,3,6462.0,0,6462.0,0.856,761,17,0.214,0.0,0.99697,0.00303398
